Title: Bunker Lifting List;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Filters:;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Port is in the list P001,P003,P002,P004;;;;;;;;;;;;;;;;;;
Fuel Type is in the list LSF;;;;;;;;;;;;;;;;;;
Delivery Date is in range (01.01.2020 00:00 - 31.01.2025 00:00);;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Purchase Status;Requirement ID;Vessel;Voyage No.;Port;Ordered Qty;Fuel Type;Delivery Date;Payment Due Date;Barge Name;Claims;Invoice Price;Invoice No.;Vendor;Supplier;Invoiced Qty;Claim Details;Order Price;Purchase Comments
Lifted;8740;V020;VOY046;P002;600,30;LSF;22.01.2023;21.02.2023;B113;;536,00;INV00462;VEND021;SUP024;600,33;;536,00;
Invoiced;8927;V020;VOY048;P002;450,16;LSF;16.04.2023;16.05.2023;B134;;597,00;INV00468;VEND021;SUP024;450,16;;597,00;Bol Rds at Hou barge rate.
Invoiced;6692;V020;VOY021;P002;1 101,67;LSF;14.03.2021;13.04.2021;B195;;463,00;INV00490;VEND037;SUP040;1 101,67;;463,00;
Invoiced;8284;V020;VOY035;P002;1 205,50;LSF;24.06.2022;24.07.2022;B107;;930,00;INV00527;VEND037;SUP040;1 203,77;;930,00;Diff in our favour VLSFO 1,734mt + LSGO 3,995mt
Invoiced;8436;V020;VOY038;P002;650,00;LSF;05.11.2022;05.12.2022;B042;;632,00;INV00537;VEND037;SUP040;650,00;;632,00;
Invoiced;9071;V020;VOY048;P001;777,10;LSF;28.06.2023;28.07.2023;B122;;546,00;INV001288;VEND039;SUP042;777,07;;546,00;
Invoiced;10379;V020;VOY070;P002;700,46;LSF;15.01.2025;14.02.2025;B043;;605,00;INV001313;VEND040;SUP043;700,46;;605,00;
Lifted;9944;V021;VOY061;P003;900,30;LSF;16.07.2024;15.08.2024;B146;;571,25;INV00639;VEND004;SUP003;900,30;;571,25;
Invoiced;8227;V021;VOY035;P004;697,20;LSF;25.06.2022;25.07.2022;B185;;1 080,00;INV001153;VEND007;SUP008;697,20;;1 080,00;
Invoiced;6469;V021;VOY008;P003;500,00;LSF;01.11.2020;01.12.2020;B211;;292,75;INV00162;VEND008;SUP009;500,06;;292,75;
Invoiced;7178;V021;VOY022;P003;1 101,00;LSF;22.06.2021;22.07.2021;B207;;525,25;INV00214;VEND008;SUP009;1 101,00;;525,25;
Invoiced;9725;V021;VOY060;P003;900,70;LSF;11.04.2024;11.05.2024;B144;;626,50;INV00341;VEND008;SUP009;899,65;;626,50;
Lifted;10358;V021;VOY064;P003;1 150,00;LSF;02.01.2025;01.02.2025;B006;;544,25;INV00371;VEND008;SUP009;1 149,29;;523,75;
Lifted;10207;V021;VOY064;P004;1 049,80;LSF;13.11.2024;13.11.2024;B082;;591,85;INV001109;VEND010;SUP012;1 049,76;;591,85;
Invoiced;6318;V021;VOY008;P004;699,20;LSF;09.09.2020;09.09.2020;B082;;331,89;INV00772;VEND010;SUP012;699,20;;331,89;
Invoiced;6892;V021;VOY021;P004;448,00;LSF;15.03.2021;15.03.2021;B081;;519,78;INV00818;VEND010;SUP012;447,79;;519,78;
Invoiced;6948;V021;VOY022;P004;700,00;LSF;07.05.2021;07.05.2021;B078;;492,30;INV00837;VEND010;SUP012;699,39;;492,30;
Invoiced;7647;V021;VOY025;P004;648,90;LSF;09.11.2021;09.11.2021;B081;;618,00;INV00884;VEND010;SUP012;648,86;;618,00;
Invoiced;7452;V021;VOY025;P003;846,80;LSF;08.10.2021;08.10.2021;B014;;552,00;INV0078;VEND018;SUP022;846,93;;552,00;COQ fm BP
Invoiced;8917;V021;VOY047;P002;550,70;LSF;15.04.2023;15.05.2023;B134;;559,00;INV00467;VEND021;SUP024;550,68;;559,00;
Invoiced;9170;V021;VOY048;P002;800,50;LSF;05.08.2023;04.09.2023;B113;;597,00;INV00476;VEND021;SUP024;800,52;;597,00;Delivery issues - see mail fm Daisy 5 Aug
Invoiced;8671;V021;VOY037;P002;1 100,00;LSF;18.12.2022;17.01.2023;B194;;569,00;INV00542;VEND037;SUP040;1 099,15;;569,00;Vsl claiming challengs with the fuel, see mail 17.3.23
Invoiced;9447;V021;VOY051;P002;901,10;LSF;10.12.2023;09.01.2024;B042;;555,00;INV00574;VEND037;SUP040;901,86;;555,00;
Invoiced;7865;V021;VOY026;P002;900,00;LSF;22.02.2022;22.02.2022;B195;;679,00;INV0065;VEND041;SUP040;900,00;;679,00;
Invoiced;7317;V022;VOY023;P002;700,00;LSF;30.08.2021;29.09.2021;B136;;488,00;INV00659;VEND003;SUP002;700,12;;488,00;
Invoiced;8416;V022;VOY037;P002;320,72;LSF;18.08.2022;17.09.2022;B133;;719,00;INV00660;VEND003;SUP002;320,72;;719,00;Changed supplier from NuStar to Bomin 17/8 as NuStar could not deliver the day vessel needed supply - price changed from 742/1030 to 719/1105
Invoiced;8627;V022;VOY038;P003;603,96;LSF;06.12.2022;05.01.2023;B142;;545,25;INV00597;VEND004;SUP003;603,96;;545,25;Diff 8,251mt acc to MCE, but vsl confirm rcvd close to BDN figrs
Invoiced;9328;V022;VOY051;P003;949,00;LSF;27.10.2023;26.11.2023;;;590,25;INV00629;VEND004;SUP003;949,22;;590,25;
Lifted;9914;V022;VOY060;P003;334,78;LSF;11.07.2024;10.08.2024;B009;;585,00;INV001164;VEND006;SUP005;334,78;;585,00;MFM barge for LSGO
Invoiced;5726;V022;VOY004;P003;550,60;LSF;14.02.2020;15.03.2020;B212;;478,50;INV00112;VEND008;SUP009;550,60;;478,50;
Invoiced;5980;V022;VOY008;P003;999,47;LSF;09.05.2020;08.06.2020;B051;;190,25;INV00126;VEND008;SUP009;999,47;;190,25;
Invoiced;7768;V022;VOY025;P003;500,14;LSF;31.12.2021;30.01.2022;B051;;563,50;INV00248;VEND008;SUP009;500,14;;563,50;
Invoiced;8046;V022;VOY034;P003;669,81;LSF;25.03.2022;24.04.2022;B211;;874,25;INV00268;VEND008;SUP009;669,81;;874,25;
Invoiced;8288;V022;VOY035;P003;649,68;LSF;10.07.2022;09.08.2022;B051;;804,25;INV00292;VEND008;SUP009;649,69;;804,25;
Invoiced;6491;V022;VOY010;P004;699,90;LSF;21.11.2020;21.11.2020;B081;;352,80;INV00791;VEND010;SUP012;699,90;;352,80;
Lifted;9537;V022;VOY052;P001;743,00;LSF;12.01.2024;11.02.2024;B067;;609,00;INV0047;VEND012;SUP015;743,93;;609,00;
Invoiced;7112;V022;VOY022;P002;750,24;LSF;05.06.2021;05.07.2021;B135;;486,00;INV00419;VEND021;SUP024;750,24;;486,00;Short lift 18,3mt LSGO
Invoiced;9006;V022;VOY048;P002;650,05;LSF;21.05.2023;20.06.2023;B113;;508,00;INV00471;VEND021;SUP024;650,05;;508,00;
Invoiced;9866;V022;VOY060;P002;335,48;LSF;05.06.2024;05.07.2024;B114;;585,00;INV00488;VEND021;SUP024;335,48;;585,00;Sludge problems, see mail fm vsl 2 July
Invoiced;7915;V022;VOY034;P002;227,19;LSF;12.02.2022;14.03.2022;B194;;645,00;INV00518;VEND037;SUP040;227,19;;645,00;
Invoiced;8751;V022;VOY046;P002;650,09;LSF;09.02.2023;11.03.2023;B194;;608,00;INV00548;VEND037;SUP040;650,09;;608,00;
Invoiced;9211;V022;VOY050;P002;358,20;LSF;16.08.2023;15.09.2023;B107;;619,00;INV00567;VEND037;SUP040;358,22;;619,00;
Invoiced;7654;V022;VOY024;P002;500,49;LSF;26.11.2021;26.11.2021;B195;;575,00;INV0060;VEND041;SUP040;500,49;;575,00;
Invoiced;8597;V023;VOY037;P003;400,68;LSF;08.11.2022;08.12.2022;B142;;623,25;INV00592;VEND004;SUP003;400,68;;623,25;Pour Point 33 (max shoud be 30)
Lifted;9140;V023;VOY049;P003;666,52;LSF;28.07.2023;27.08.2023;B101;;583,00;INV00616;VEND004;SUP003;666,52;;583,00;
Lifted;9429;V023;VOY052;P003;650,74;LSF;08.12.2023;07.01.2024;B087;;522,25;INV00634;VEND004;SUP003;650,74;;522,25;
Invoiced;10060;V023;VOY062;P003;700,25;LSF;01.09.2024;01.10.2024;B099;;549,50;INV00645;VEND004;SUP003;700,25;;549,50;
Invoiced;8069;V023;VOY034;P004;758,94;LSF;16.05.2022;15.06.2022;B183;;863,00;INV001148;VEND007;SUP008;758,94;;863,00;"
"
Invoiced;7277;V023;VOY024;P003;300,50;LSF;03.08.2021;02.09.2021;B207;;513,00;INV00224;VEND008;SUP009;300,53;;513,00;
Invoiced;8430;V023;VOY035;P003;750,59;LSF;26.08.2022;25.09.2022;B211;;720,75;INV00298;VEND008;SUP009;750,59;;720,75;
Lifted;9698;V023;VOY058;P003;600,01;LSF;26.03.2024;25.04.2024;B208;;612,00;INV00339;VEND008;SUP009;599,34;;612,00;
Lifted;9848;V023;VOY060;P003;749,47;LSF;09.06.2024;09.07.2024;B140;;540,50;INV00353;VEND008;SUP009;749,47;;540,50;
Invoiced;5792;V023;VOY008;P004;949,20;LSF;27.02.2020;27.02.2020;B082;;457,70;INV00717;VEND010;SUP012;949,24;;457,70;"
"
Invoiced;5978;V023;VOY010;P004;367,00;LSF;01.05.2020;01.05.2020;B057;;178,12;INV00733;VEND010;SUP012;367,00;;178,12;
Invoiced;6375;V023;VOY013;P004;749,50;LSF;12.10.2020;12.10.2020;B081;;334,18;INV00781;VEND010;SUP012;749,56;;334,18;
Invoiced;5600;V023;VOY002;P001;648,20;LSF;06.01.2020;05.02.2020;B083;Density;692,00;INV001337;VEND011;SUP014;648,24;BDN 933.9, test result 926.7 = 5mt;692,00;
Invoiced;5889;V023;VOY009;P001;361,90;LSF;03.04.2020;03.04.2020;B084;;277,00;INV0071;VEND024;SUP014;361,95;;277,00;
Invoiced;6239;V023;VOY012;P001;1 077,30;LSF;21.08.2020;20.09.2020;B070;;336,50;INV0010;VEND012;SUP015;1 077,33;;336,50;
Invoiced;7545;V023;VOY026;P002;350,00;LSF;14.12.2021;14.12.2021;B045;;506,00;INV001354;VEND016;SUP020;350,00;;506,00;
Invoiced;7543;V023;VOY025;P003;713,49;LSF;24.10.2021;24.10.2021;B014;;572,00;INV0070;VEND018;SUP022;713,49;;572,00;VLSFO del 24.10, Short supplied (738cbm, space 820cbm). LSGO del 30.10, vsl claim short lift 14.293mt
Invoiced;6878;V023;VOY022;P002;600,66;LSF;27.03.2021;26.04.2021;B113;;500,00;INV00412;VEND021;SUP024;600,66;;500,00;
Invoiced;8663;V023;VOY039;P002;750,32;LSF;30.12.2022;29.01.2023;B113;;590,00;INV00457;VEND021;SUP024;750,32;;590,00;
Lifted;9215;V023;VOY050;P002;336,38;LSF;24.08.2023;23.09.2023;B113;Shortage;605,00;INV00478;VEND021;SUP024;344,84;Claims short lifted by 13.14mt VLSFO;605,00;Short lift 13.14mt VLSFO. NuStar 'found' 4,68mt
Invoiced;10061;V023;VOY062;P003;0,00;LSF;01.09.2024;01.10.2024;;;;INV001335;VEND025;SUP027;;;0,00;
Invoiced;6025;V023;VOY011;P004;148,90;LSF;09.06.2020;09.06.2020;B112;;268,00;INV001126;VEND030;SUP032;149,00;;268,00;
Invoiced;9570;V023;VOY058;P002;400,00;LSF;18.02.2024;19.03.2024;B043;;591,00;INV007;VEND031;SUP033;400,00;;591,00;
Invoiced;7184;V023;VOY024;P002;500,40;LSF;29.06.2021;29.07.2021;B194;;506,00;INV00498;VEND037;SUP040;500,41;;506,00;
Invoiced;7406;V023;VOY025;P002;300,00;LSF;18.09.2021;18.10.2021;B195;;482,00;INV00507;VEND037;SUP040;300,00;;482,00;
Invoiced;8885;V023;VOY047;P002;400,02;LSF;18.04.2023;18.05.2023;B042;;595,00;INV00555;VEND037;SUP040;400,02;;595,00;Changed supplier fm NuStar
Lifted;10318;V023;VOY064;P002;600,04;LSF;08.01.2025;07.02.2025;B117;;619,00;INV001312;VEND040;SUP043;600,04;;619,00;"
Dec 19: Del at OPL (GOLA) - added 100mt LSGO."
Invoiced;10266;V024;VOY063;P001;244,00;LSF;23.11.2024;23.11.2024;B003;;551,00;INV00691;VEND001;SUP001;246,50;;551,00;"
Diff 2,5mt"
Lifted;10289;V024;VOY064;P001;887,00;LSF;10.12.2024;10.12.2024;B011;;538,00;INV00693;VEND001;SUP001;887,00;;538,00;
Invoiced;9154;V024;VOY048;P003;903,50;LSF;21.07.2023;20.08.2023;B101;;547,00;INV00619;VEND004;SUP003;900,04;;547,00;OFF SPEC. De-bunker/re-bunker voy 04. All costs covered by BP
Lifted;9923;V024;VOY060;P003;600,00;LSF;14.07.2024;13.08.2024;B146;;584,25;INV00640;VEND004;SUP003;600,70;;584,25;
Invoiced;10071;V024;VOY063;P003;950,00;LSF;18.09.2024;18.10.2024;B099;;508,75;INV00648;VEND004;SUP003;950,04;;508,75;MCE says vsl rcvd 955.726 . Bunkering Form says 950
Invoiced;7108;V024;VOY023;P003;499,30;LSF;09.06.2021;09.07.2021;B211;;510,00;INV00209;VEND008;SUP009;500,34;;510,00;
Invoiced;7993;V024;VOY034;P003;859,39;LSF;19.03.2022;18.04.2022;B051;;778,25;INV00266;VEND008;SUP009;859,39;;778,25;
Invoiced;8236;V024;VOY035;P003;550,40;LSF;13.06.2022;13.07.2022;B211;;909,75;INV00286;VEND008;SUP009;550,43;;909,75;
Lifted;9784;V024;VOY060;P003;600,40;LSF;07.05.2024;06.06.2024;B140;;577,50;INV00347;VEND008;SUP009;599,73;;577,50;
Invoiced;8587;V024;VOY039;P002;900,00;LSF;23.11.2022;23.11.2022;B045;;685,00;INV001368;VEND016;SUP020;900,00;;685,00;
Invoiced;9427;V024;VOY052;P002;400,00;LSF;15.12.2023;15.12.2023;B036;;550,00;INV001380;VEND016;SUP020;400,00;;550,00;
Invoiced;7007;V024;VOY023;P002;500,00;LSF;18.04.2021;18.05.2021;B113;;458,00;INV00413;VEND021;SUP024;500,22;;458,00;
Invoiced;7765;V024;VOY027;P002;499,63;LSF;15.01.2022;14.02.2022;B135;;575,00;INV00438;VEND021;SUP024;499,63;;575,00;
Invoiced;8328;V024;VOY037;P002;360,47;LSF;31.07.2022;30.08.2022;B134;;832,00;INV00451;VEND021;SUP024;360,47;;832,00;
Invoiced;8828;V024;VOY047;P002;840,00;LSF;27.03.2023;26.04.2023;B027;;633,00;INV001298;VEND040;SUP043;840,00;;633,00;
Invoiced;10057;V025;VOY062;P003;759,91;LSF;20.09.2024;20.10.2024;B101;;531,00;INV00649;VEND004;SUP003;759,91;;531,00;
Invoiced;9458;V025;VOY051;P002;499,94;LSF;15.01.2024;15.01.2024;B166;;565,30;INV00672;VEND005;SUP004;499,94;;565,30;"GCMS test: High Risk. B1on notice
B1 argued on price since order e'ly Dec"
Invoiced;8116;V025;VOY034;P004;772,75;LSF;28.04.2022;28.05.2022;B180;;847,00;INV001145;VEND007;SUP008;772,75;;847,00;
Invoiced;5815;V025;VOY009;P003;651,00;LSF;13.03.2020;12.04.2020;B211;;296,25;INV00114;VEND008;SUP009;650,74;;296,25;NO BUNKER QTTY SURVEY
Invoiced;6019;V025;VOY010;P003;700,30;LSF;28.05.2020;27.06.2020;B211;;243,25;INV00129;VEND008;SUP009;700,34;;243,25;
Invoiced;6883;V025;VOY022;P003;387,90;LSF;11.04.2021;11.05.2021;B207;;462,75;INV00194;VEND008;SUP009;387,92;;462,75;
Lifted;10230;V025;VOY062;P003;700,27;LSF;10.11.2024;10.12.2024;B006;;525,50;INV00363;VEND008;SUP009;700,27;;525,50;
Lifted;10394;V025;VOY063;P003;719,52;LSF;30.01.2025;01.03.2025;B006;;565,25;INV00377;VEND008;SUP009;719,52;;551,25;
Invoiced;7435;V025;VOY024;P004;747,75;LSF;09.09.2021;09.09.2021;B057;;534,99;INV00871;VEND010;SUP012;747,75;;534,99;
Invoiced;8389;V025;VOY036;P004;747,55;LSF;08.09.2022;08.09.2022;B078;;755,00;INV00919;VEND010;SUP012;747,56;;755,00;
Invoiced;8578;V025;VOY039;P004;698,00;LSF;03.01.2023;03.01.2023;B080;;583,94;INV00949;VEND010;SUP012;698,00;;583,94;
Invoiced;8871;V025;VOY047;P004;699,50;LSF;01.05.2023;01.05.2023;B082;;581,29;INV00977;VEND010;SUP012;699,50;;581,29;
Invoiced;8525;V025;VOY038;P001;657,90;LSF;29.10.2022;28.11.2022;;;697,00;INV0034;VEND012;SUP015;688,19;;697,00;"Reported short lifted by 30m - corrected to short lifted by 6.588mt after calibration of bunker tanks! ""Found"" qty added in later reported ROB"
Invoiced;7775;V025;VOY026;P002;750,04;LSF;26.01.2022;25.02.2022;B044;;565,00;INV00517;VEND037;SUP040;750,04;;565,00;
Lifted;8999;V025;VOY048;P001;718,08;LSF;30.05.2023;29.06.2023;B161;;555,00;INV001287;VEND039;SUP042;718,20;;555,00;
Invoiced;7057;V025;VOY023;P002;475,65;LSF;13.05.2021;12.06.2021;;;464,00;INV001248;VEND040;SUP043;476,65;;464,00;Shortlift final after recalibration: 4mt VLSFO + 1mt LSFGO. Vitol also adjusted qtty rcvd.Credit note $2 fm Monjasa
Invoiced;5611;V026;VOY003;P004;1 068,43;LSF;04.01.2020;04.01.2020;B060;;561,39;INV00703;VEND010;SUP012;1 068,43;;559,47;
Invoiced;5865;V026;VOY009;P004;644,50;LSF;04.04.2020;04.04.2020;B187;;265,43;INV00727;VEND010;SUP012;644,50;;265,43;
Invoiced;6092;V026;VOY011;P004;1 077,94;LSF;03.07.2020;03.07.2020;B057;;352,74;INV00750;VEND010;SUP012;1 077,75;;352,74;
Invoiced;6333;V026;VOY012;P004;998,78;LSF;24.09.2020;24.09.2020;B082;;329,21;INV00777;VEND010;SUP012;998,78;;329,21;
Invoiced;6608;V026;VOY014;P004;949,46;LSF;05.01.2021;05.01.2021;B078;;394,34;INV00801;VEND010;SUP012;949,46;;394,34;
Invoiced;6964;V026;VOY022;P004;378,73;LSF;07.04.2021;07.04.2021;B082;;481,98;INV00825;VEND010;SUP012;378,73;;481,98;
Invoiced;7151;V026;VOY024;P004;769,46;LSF;04.07.2021;04.07.2021;B049;;541,89;INV00850;VEND010;SUP012;769,46;;541,89;
Invoiced;6392;V026;VOY013;P001;730,00;LSF;09.11.2020;09.12.2020;FNSA10;;337,00;INV0013;VEND012;SUP015;727,11;;337,00;
Invoiced;7053;V026;VOY023;P001;640,01;LSF;12.05.2021;11.06.2021;B070;;494,00;INV0018;VEND012;SUP015;640,01;;494,00;
Invoiced;7326;V026;VOY026;P001;650,46;LSF;24.08.2021;23.09.2021;B071;;512,00;INV0024;VEND012;SUP015;650,46;;512,00;
Invoiced;6194;V026;VOY011;P001;341,54;LSF;28.07.2020;27.08.2020;B023;;351,00;INV001172;VEND026;SUP028;341,54;;351,00;
Invoiced;5968;V026;VOY010;P001;772,34;LSF;12.05.2020;12.05.2020;B098;;176,88;INV00676;VEND028;SUP030;772,34;;176,84;
Invoiced;7583;V026;VOY027;P004;745,40;LSF;30.11.2021;30.12.2021;B153;;613,00;INV00394;VEND019;SUP034;743,98;;613,00;
Invoiced;6281;V027;VOY013;P003;800,00;LSF;01.09.2020;01.10.2020;B149;;327,75;INV00149;VEND008;SUP009;799,68;;327,75;
Invoiced;7156;V027;VOY022;P003;801,70;LSF;27.06.2021;27.07.2021;B207;;534,75;INV00215;VEND008;SUP009;801,68;;534,75;
Invoiced;8234;V027;VOY035;P003;700,00;LSF;07.06.2022;07.07.2022;B051;;932,50;INV00284;VEND008;SUP009;699,62;;932,50;
Invoiced;8459;V027;VOY036;P003;650,00;LSF;19.08.2022;18.09.2022;B211;;718,50;INV00297;VEND008;SUP009;650,81;;718,50;
Invoiced;8714;V027;VOY046;P003;740,36;LSF;09.01.2023;08.02.2023;B059;;532,50;INV00306;VEND008;SUP009;739,52;;532,50;
Lifted;9523;V027;VOY053;P003;698,66;LSF;10.01.2024;09.02.2024;B140;;542,25;INV00324;VEND008;SUP009;699,60;;542,25;
Lifted;10152;V027;VOY061;P003;649,71;LSF;13.10.2024;12.11.2024;B208;;582,00;INV00359;VEND008;SUP009;648,99;;582,00;IR - sent ops 15.10
Invoiced;10274;V027;VOY062;P003;649,80;LSF;07.12.2024;06.01.2025;B140;;510,00;INV00368;VEND008;SUP009;649,80;;510,00;
Invoiced;9835;V027;VOY060;P004;1 048,25;LSF;14.06.2024;14.06.2024;B057;;583,49;INV001080;VEND010;SUP012;1 048,25;;583,49;
Invoiced;5801;V027;VOY009;P004;1 047,50;LSF;30.03.2020;30.03.2020;B057;;247,46;INV00723;VEND010;SUP012;1 047,50;;247,46;
Invoiced;6030;V027;VOY010;P004;769,40;LSF;28.05.2020;28.05.2020;B081;;276,23;INV00738;VEND010;SUP012;769,41;;276,23;
Invoiced;7045;V027;VOY022;P004;781,30;LSF;17.05.2021;17.05.2021;B082;;501,19;INV00838;VEND010;SUP012;781,31;;501,19;
Invoiced;7625;V027;VOY025;P003;582,96;LSF;18.11.2021;18.11.2021;B160;;594,00;INV0081;VEND018;SUP022;582,96;;594,00;
Invoiced;7510;V027;VOY024;P002;450,70;LSF;15.10.2021;14.11.2021;B113;;518,00;INV00431;VEND021;SUP024;450,66;;518,00;
Invoiced;7794;V027;VOY025;P002;306,50;LSF;17.01.2022;16.02.2022;B134;;510,00;INV00440;VEND021;SUP024;320,25;;510,00;Short VLSFO 13,75 mt but No LOP issued
Lifted;9473;V027;VOY053;P002;198,90;LSF;30.11.2023;30.12.2023;B134;;569,00;INV00481;VEND021;SUP024;200,80;;569,00;Diff 1,9mt
Invoiced;10224;V027;VOY062;P002;0,00;LSF;08.11.2024;08.12.2024;;;;INV001129;VEND022;SUP025;;;0,00;"
Delivery date?"
Invoiced;7268;V027;VOY023;P002;300,00;LSF;05.08.2021;04.09.2021;B172;;501,00;INV00503;VEND037;SUP040;300,00;;501,00;
Invoiced;8831;V027;VOY046;P002;300,06;LSF;27.02.2023;29.03.2023;B107;;595,00;INV00549;VEND037;SUP040;300,06;;595,00;
Invoiced;9048;V027;VOY048;P002;388,31;LSF;09.06.2023;09.07.2023;B044;;520,00;INV00560;VEND037;SUP040;388,31;;520,00;Split delivery, one barge fee. 2nd Term fee 4700 deducted fm barge fee
Invoiced;9604;V027;VOY059;P002;359,70;LSF;16.02.2024;17.03.2024;B174;;626,00;INV00578;VEND037;SUP040;359,70;;626,00;
Invoiced;8458;V027;VOY037;P002;299,66;LSF;18.09.2022;18.10.2022;B027;;684,00;INV001274;VEND040;SUP043;299,66;;684,00;
Invoiced;6738;V028;VOY021;P004;185,31;LSF;30.01.2021;01.03.2021;B202;;452,00;INV00384;VEND020;SUP023;185,31;;452,00;
Invoiced;7214;V028;VOY027;P004;189,15;LSF;24.07.2021;23.08.2021;B204;;535,00;INV00387;VEND020;SUP023;189,16;;535,00;
Lifted;9216;V029;VOY050;P003;949,13;LSF;05.09.2023;05.10.2023;B088;;597,75;INV00620;VEND004;SUP003;949,13;;597,75;
Lifted;10099;V029;VOY062;P003;998,30;LSF;17.09.2024;17.10.2024;B099;;509,75;INV00651;VEND004;SUP003;998,30;;509,75;
Invoiced;7726;V029;VOY026;P004;298,12;LSF;13.12.2021;12.01.2022;B185;;589,00;INV001136;VEND007;SUP008;298,12;;589,00;
Invoiced;5770;V029;VOY009;P003;941,78;LSF;02.03.2020;01.04.2020;B211;;451,25;INV00110;VEND008;SUP009;941,78;;451,25;NO BUNKER QUANTITY SURVEY
Invoiced;6334;V029;VOY013;P003;699,70;LSF;23.09.2020;23.10.2020;B207;;306,00;INV00154;VEND008;SUP009;700,05;;306,00;
Invoiced;6598;V029;VOY015;P003;699,30;LSF;28.12.2020;27.01.2021;B051;;381,25;INV00174;VEND008;SUP009;699,58;;381,25;
Invoiced;6922;V029;VOY021;P003;399,97;LSF;23.03.2021;22.04.2021;B211;;455,75;INV00190;VEND008;SUP009;400,04;;455,75;
Invoiced;7486;V029;VOY025;P003;899,30;LSF;27.09.2021;27.10.2021;B051;;553,00;INV00232;VEND008;SUP009;899,35;;553,00;
Invoiced;8129;V029;VOY035;P003;649,70;LSF;28.04.2022;28.05.2022;B051;;806,25;INV00278;VEND008;SUP009;649,70;;806,25;
Invoiced;8326;V029;VOY036;P003;555,00;LSF;18.07.2022;17.08.2022;B051;Shortage;787,75;INV00294;VEND008;SUP009;569,92;Claims short lifted by 14.919mt;787,75;Short lift 14.919mt
Lifted;9847;V029;VOY060;P003;998,03;LSF;12.06.2024;12.07.2024;B140;;561,50;INV00354;VEND008;SUP009;998,03;;561,50;
Lifted;10400;V029;VOY070;P003;350,13;LSF;17.01.2025;16.02.2025;B208;;568,75;INV00375;VEND008;SUP009;349,73;;562,50;
Invoiced;9365;V029;VOY051;P004;998,52;LSF;28.11.2023;28.11.2023;B078;;672,34;INV001024;VEND010;SUP012;998,52;;672,34;
Invoiced;6062;V029;VOY011;P004;698,20;LSF;16.06.2020;16.06.2020;B078;;322,87;INV00744;VEND010;SUP012;698,71;;322,87;"
"
Invoiced;6199;V029;VOY012;P004;576,70;LSF;03.08.2020;03.08.2020;;;342,00;INV00761;VEND010;SUP012;576,19;;342,00;
Invoiced;7193;V029;VOY024;P004;998,88;LSF;13.08.2021;13.08.2021;B049;;515,32;INV00864;VEND010;SUP012;998,89;;515,32;
Invoiced;7981;V029;VOY034;P004;949,25;LSF;13.03.2022;13.03.2022;B057;;812,30;INV00896;VEND010;SUP012;949,25;;812,30;
Invoiced;8518;V029;VOY038;P004;1 098,50;LSF;14.10.2022;14.10.2022;B057;;709,87;INV00931;VEND010;SUP012;1 098,50;;709,87;
Invoiced;9636;V029;VOY058;P002;500,39;LSF;02.03.2024;01.04.2024;B138;;630,00;INV00485;VEND021;SUP024;500,39;;630,00;
Invoiced;5972;V029;VOY009;P001;676,92;LSF;04.05.2020;04.05.2020;B093;;175,00;INV00675;VEND028;SUP030;675,81;;175,00;
Invoiced;7075;V029;VOY022;P002;799,50;LSF;10.05.2021;09.06.2021;B165;;490,00;INV00495;VEND037;SUP040;799,68;;490,00;
Lifted;9108;V029;VOY049;P002;500,09;LSF;19.07.2023;18.08.2023;B194;;545,00;INV00563;VEND037;SUP040;500,09;;545,00;Total Acid Number 2,3, Valero informed
Invoiced;8877;V029;VOY047;P001;995,11;LSF;25.03.2023;24.04.2023;B127;;537,00;INV001281;VEND039;SUP042;995,11;;537,00;
Invoiced;8696;V029;VOY046;P002;854,09;LSF;25.01.2023;24.02.2023;B040;;565,00;INV001297;VEND040;SUP043;867,11;;565,00;Vsl short 45,907mt VLSFO, diff on barge calc, agreed to diff 13,012mt. OTH issue for surveyor.
Invoiced;8593;V030;VOY040;P003;690,09;LSF;17.11.2022;17.12.2022;;;624,75;INV00593;VEND004;SUP003;690,09;;624,75;Short lift 8,569mt. Vsl issued LOP but used BDN fgr on Bunkering Form
Invoiced;9225;V030;VOY049;P003;650,70;LSF;06.09.2023;06.10.2023;B088;;600,75;INV00627;VEND004;SUP003;650,76;;600,75;"05.10.: IR - approved
02.10.: asked BP for invoice 
05.10.: asked BP for BDN as this did not arrive with the invoice"
Invoiced;5745;V030;VOY008;P003;500,03;LSF;14.02.2020;15.03.2020;B212;;482,00;INV00108;VEND008;SUP009;500,03;;482,00;
Invoiced;6014;V030;VOY009;P003;419,46;LSF;23.05.2020;22.06.2020;B149;;255,00;INV00128;VEND008;SUP009;419,46;;255,00;
Ordered;6312;V030;VOY012;P003;400,73;LSF;07.09.2020;07.10.2020;B207;;297,25;INV00151;VEND008;SUP009;400,73;;297,25;
Invoiced;6558;V030;VOY013;P003;360,52;LSF;06.12.2020;05.01.2021;B211;;367,00;INV00172;VEND008;SUP009;360,52;;367,00;
Invoiced;6851;V030;VOY021;P003;400,00;LSF;24.02.2021;26.03.2021;B052;;499,50;INV00186;VEND008;SUP009;400,10;;499,50;
