purchase_status,requirement_id,vessel,voyage_no,port,fuel_type,delivery_date,delivery_month,delivery_year,vendor,supplier,ordered_qty,invoiced_qty,effective_qty,order_price,invoice_price,effective_price,cost_value
Invoiced,8284,V020,VOY035,P002,LSF,2022-06-24,2022-06,2022,VEND037,SUP040,1205.5,1203.77,1203.77,930.0,930.0,930.0,1119506.1
Invoiced,8436,V020,VOY038,P002,LSF,2022-11-05,2022-11,2022,VEND037,SUP040,650.0,650.0,650.0,632.0,632.0,632.0,410800.0
Invoiced,9071,V020,VOY048,P001,LSF,2023-06-28,2023-06,2023,VEND039,SUP042,777.1,777.07,777.07,546.0,546.0,546.0,424280.22000000003
Invoiced,10379,V020,VOY070,P002,LSF,2025-01-15,2025-01,2025,VEND040,SUP043,700.46,700.46,700.46,605.0,605.0,605.0,423778.30000000005
Lifted,9944,V021,VOY061,P003,LSF,2024-07-16,2024-07,2024,VEND004,SUP003,900.3,900.3,900.3,571.25,571.25,571.25,514296.375
Invoiced,8227,V021,VOY035,P004,LSF,2022-06-25,2022-06,2022,VEND007,SUP008,697.2,697.2,697.2,1080.0,1080.0,1080.0,752976.0
Invoiced,6469,V021,VOY008,P003,LSF,2020-11-01,2020-11,2020,VEND008,SUP009,500.0,500.06,500.06,292.75,292.75,292.75,146392.565
Invoiced,7178,V021,VOY022,P003,LSF,2021-06-22,2021-06,2021,VEND008,SUP009,1101.0,1101.0,1101.0,525.25,525.25,525.25,578300.25
Invoiced,9725,V021,VOY060,P003,LSF,2024-04-11,2024-04,2024,VEND008,SUP009,900.7,899.65,899.65,626.5,626.5,626.5,563630.725
Lifted,10358,V021,VOY064,P003,LSF,2025-01-02,2025-01,2025,VEND008,SUP009,1150.0,1149.29,1149.29,523.75,544.25,544.25,625501.0825
Lifted,10207,V021,VOY064,P004,LSF,2024-11-13,2024-11,2024,VEND010,SUP012,1049.8,1049.76,1049.76,591.85,591.85,591.85,621300.456
Invoiced,6318,V021,VOY008,P004,LSF,2020-09-09,2020-09,2020,VEND010,SUP012,699.2,699.2,699.2,331.89,331.89,331.89,232057.488
Invoiced,6892,V021,VOY021,P004,LSF,2021-03-15,2021-03,2021,VEND010,SUP012,448.0,447.79,447.79,519.78,519.78,519.78,232752.2862
Invoiced,6948,V021,VOY022,P004,LSF,2021-05-07,2021-05,2021,VEND010,SUP012,700.0,699.39,699.39,492.3,492.3,492.3,344309.697
Invoiced,7647,V021,VOY025,P004,LSF,2021-11-09,2021-11,2021,VEND010,SUP012,648.9,648.86,648.86,618.0,618.0,618.0,400995.48
Invoiced,7452,V021,VOY025,P003,LSF,2021-10-08,2021-10,2021,VEND018,SUP022,846.8,846.93,846.93,552.0,552.0,552.0,467505.36
Invoiced,8917,V021,VOY047,P002,LSF,2023-04-15,2023-04,2023,VEND021,SUP024,550.7,550.68,550.68,559.0,559.0,559.0,307830.12
Invoiced,9170,V021,VOY048,P002,LSF,2023-08-05,2023-08,2023,VEND021,SUP024,800.5,800.52,800.52,597.0,597.0,597.0,477910.44
Invoiced,8671,V021,VOY037,P002,LSF,2022-12-18,2022-12,2022,VEND037,SUP040,1100.0,1099.15,1099.15,569.0,569.0,569.0,625416.3500000001
Invoiced,9447,V021,VOY051,P002,LSF,2023-12-10,2023-12,2023,VEND037,SUP040,901.1,901.86,901.86,555.0,555.0,555.0,500532.3
Invoiced,7865,V021,VOY026,P002,LSF,2022-02-22,2022-02,2022,VEND041,SUP040,900.0,900.0,900.0,679.0,679.0,679.0,611100.0
Invoiced,7317,V022,VOY023,P002,LSF,2021-08-30,2021-08,2021,VEND003,SUP002,700.0,700.12,700.12,488.0,488.0,488.0,341658.56
Invoiced,8416,V022,VOY037,P002,LSF,2022-08-18,2022-08,2022,VEND003,SUP002,320.72,320.72,320.72,719.0,719.0,719.0,230597.68000000002
Invoiced,8627,V022,VOY038,P003,LSF,2022-12-06,2022-12,2022,VEND004,SUP003,603.96,603.96,603.96,545.25,545.25,545.25,329309.19
Invoiced,9328,V022,VOY051,P003,LSF,2023-10-27,2023-10,2023,VEND004,SUP003,949.0,949.22,949.22,590.25,590.25,590.25,560277.105
Lifted,9914,V022,VOY060,P003,LSF,2024-07-11,2024-07,2024,VEND006,SUP005,334.78,334.78,334.78,585.0,585.0,585.0,195846.3
Invoiced,5726,V022,VOY004,P003,LSF,2020-02-14,2020-02,2020,VEND008,SUP009,550.6,550.6,550.6,478.5,478.5,478.5,263462.10000000003
Invoiced,5980,V022,VOY008,P003,LSF,2020-05-09,2020-05,2020,VEND008,SUP009,999.47,999.47,999.47,190.25,190.25,190.25,190149.1675
Invoiced,7768,V022,VOY025,P003,LSF,2021-12-31,2021-12,2021,VEND008,SUP009,500.14,500.14,500.14,563.5,563.5,563.5,281828.89
Invoiced,8046,V022,VOY034,P003,LSF,2022-03-25,2022-03,2022,VEND008,SUP009,669.81,669.81,669.81,874.25,874.25,874.25,585581.3925
Invoiced,8288,V022,VOY035,P003,LSF,2022-07-10,2022-07,2022,VEND008,SUP009,649.68,649.69,649.69,804.25,804.25,804.25,522513.18250000005
Invoiced,6491,V022,VOY010,P004,LSF,2020-11-21,2020-11,2020,VEND010,SUP012,699.9,699.9,699.9,352.8,352.8,352.8,246924.72
Lifted,9537,V022,VOY052,P001,LSF,2024-01-12,2024-01,2024,VEND012,SUP015,743.0,743.93,743.93,609.0,609.0,609.0,453053.37
Invoiced,7112,V022,VOY022,P002,LSF,2021-06-05,2021-06,2021,VEND021,SUP024,750.24,750.24,750.24,486.0,486.0,486.0,364616.64
Invoiced,9006,V022,VOY048,P002,LSF,2023-05-21,2023-05,2023,VEND021,SUP024,650.05,650.05,650.05,508.0,508.0,508.0,330225.39999999997
Invoiced,9866,V022,VOY060,P002,LSF,2024-06-05,2024-06,2024,VEND021,SUP024,335.48,335.48,335.48,585.0,585.0,585.0,196255.80000000002
Invoiced,7915,V022,VOY034,P002,LSF,2022-02-12,2022-02,2022,VEND037,SUP040,227.19,227.19,227.19,645.0,645.0,645.0,146537.55
Invoiced,8751,V022,VOY046,P002,LSF,2023-02-09,2023-02,2023,VEND037,SUP040,650.09,650.09,650.09,608.0,608.0,608.0,395254.72000000003
Invoiced,9211,V022,VOY050,P002,LSF,2023-08-16,2023-08,2023,VEND037,SUP040,358.2,358.22,358.22,619.0,619.0,619.0,221738.18000000002
Invoiced,7654,V022,VOY024,P002,LSF,2021-11-26,2021-11,2021,VEND041,SUP040,500.49,500.49,500.49,575.0,575.0,575.0,287781.75
Invoiced,8597,V023,VOY037,P003,LSF,2022-11-08,2022-11,2022,VEND004,SUP003,400.68,400.68,400.68,623.25,623.25,623.25,249723.81
Lifted,9140,V023,VOY049,P003,LSF,2023-07-28,2023-07,2023,VEND004,SUP003,666.52,666.52,666.52,583.0,583.0,583.0,388581.16
Lifted,9429,V023,VOY052,P003,LSF,2023-12-08,2023-12,2023,VEND004,SUP003,650.74,650.74,650.74,522.25,522.25,522.25,339848.965
Invoiced,10060,V023,VOY062,P003,LSF,2024-09-01,2024-09,2024,VEND004,SUP003,700.25,700.25,700.25,549.5,549.5,549.5,384787.375
Invoiced,8069,V023,VOY034,P004,LSF,2022-05-16,2022-05,2022,VEND007,SUP008,758.94,758.94,758.94,863.0,863.0,863.0,654965.2200000001
Invoiced,7277,V023,VOY024,P003,LSF,2021-08-03,2021-08,2021,VEND008,SUP009,300.5,300.53,300.53,513.0,513.0,513.0,154171.88999999998
Invoiced,8430,V023,VOY035,P003,LSF,2022-08-26,2022-08,2022,VEND008,SUP009,750.59,750.59,750.59,720.75,720.75,720.75,540987.7425
Lifted,9698,V023,VOY058,P003,LSF,2024-03-26,2024-03,2024,VEND008,SUP009,600.01,599.34,599.34,612.0,612.0,612.0,366796.08
Lifted,9848,V023,VOY060,P003,LSF,2024-06-09,2024-06,2024,VEND008,SUP009,749.47,749.47,749.47,540.5,540.5,540.5,405088.53500000003
Invoiced,5792,V023,VOY008,P004,LSF,2020-02-27,2020-02,2020,VEND010,SUP012,949.2,949.24,949.24,457.7,457.7,457.7,434467.148
Invoiced,5978,V023,VOY010,P004,LSF,2020-05-01,2020-05,2020,VEND010,SUP012,367.0,367.0,367.0,178.12,178.12,178.12,65370.04
Invoiced,6375,V023,VOY013,P004,LSF,2020-10-12,2020-10,2020,VEND010,SUP012,749.5,749.56,749.56,334.18,334.18,334.18,250487.9608
Invoiced,5600,V023,VOY002,P001,LSF,2020-01-06,2020-01,2020,VEND011,SUP014,648.2,648.24,648.24,692.0,692.0,692.0,448582.08
Invoiced,5889,V023,VOY009,P001,LSF,2020-04-03,2020-04,2020,VEND024,SUP014,361.9,361.95,361.95,277.0,277.0,277.0,100260.15
Invoiced,6239,V023,VOY012,P001,LSF,2020-08-21,2020-08,2020,VEND012,SUP015,1077.3,1077.33,1077.33,336.5,336.5,336.5,362521.545
Invoiced,7545,V023,VOY026,P002,LSF,2021-12-14,2021-12,2021,VEND016,SUP020,350.0,350.0,350.0,506.0,506.0,506.0,177100.0
Invoiced,7543,V023,VOY025,P003,LSF,2021-10-24,2021-10,2021,VEND018,SUP022,713.49,713.49,713.49,572.0,572.0,572.0,408116.28
Invoiced,6878,V023,VOY022,P002,LSF,2021-03-27,2021-03,2021,VEND021,SUP024,600.66,600.66,600.66,500.0,500.0,500.0,300330.0
Invoiced,8663,V023,VOY039,P002,LSF,2022-12-30,2022-12,2022,VEND021,SUP024,750.32,750.32,750.32,590.0,590.0,590.0,442688.80000000005
Lifted,9215,V023,VOY050,P002,LSF,2023-08-24,2023-08,2023,VEND021,SUP024,336.38,344.84,344.84,605.0,605.0,605.0,208628.19999999998
Invoiced,6025,V023,VOY011,P004,LSF,2020-06-09,2020-06,2020,VEND030,SUP032,148.9,149.0,149.0,268.0,268.0,268.0,39932.0
Invoiced,9570,V023,VOY058,P002,LSF,2024-02-18,2024-02,2024,VEND031,SUP033,400.0,400.0,400.0,591.0,591.0,591.0,236400.0
Invoiced,7184,V023,VOY024,P002,LSF,2021-06-29,2021-06,2021,VEND037,SUP040,500.4,500.41,500.41,506.0,506.0,506.0,253207.46000000002
Invoiced,7406,V023,VOY025,P002,LSF,2021-09-18,2021-09,2021,VEND037,SUP040,300.0,300.0,300.0,482.0,482.0,482.0,144600.0
Invoiced,8885,V023,VOY047,P002,LSF,2023-04-18,2023-04,2023,VEND037,SUP040,400.02,400.02,400.02,595.0,595.0,595.0,238011.9
Lifted,10318,V023,VOY064,P002,LSF,2025-01-08,2025-01,2025,VEND040,SUP043,600.04,600.04,600.04,619.0,619.0,619.0,371424.75999999995
Invoiced,10266,V024,VOY063,P001,LSF,2024-11-23,2024-11,2024,VEND001,SUP001,244.0,246.5,246.5,551.0,551.0,551.0,135821.5
Lifted,10289,V024,VOY064,P001,LSF,2024-12-10,2024-12,2024,VEND001,SUP001,887.0,887.0,887.0,538.0,538.0,538.0,477206.0
Invoiced,9154,V024,VOY048,P003,LSF,2023-07-21,2023-07,2023,VEND004,SUP003,903.5,900.04,900.04,547.0,547.0,547.0,492321.88
Lifted,9923,V024,VOY060,P003,LSF,2024-07-14,2024-07,2024,VEND004,SUP003,600.0,600.7,600.7,584.25,584.25,584.25,350958.97500000003
Invoiced,10071,V024,VOY063,P003,LSF,2024-09-18,2024-09,2024,VEND004,SUP003,950.0,950.04,950.04,508.75,508.75,508.75,483332.85
Invoiced,7108,V024,VOY023,P003,LSF,2021-06-09,2021-06,2021,VEND008,SUP009,499.3,500.34,500.34,510.0,510.0,510.0,255173.4
Invoiced,7993,V024,VOY034,P003,LSF,2022-03-19,2022-03,2022,VEND008,SUP009,859.39,859.39,859.39,778.25,778.25,778.25,668820.2675
Invoiced,8236,V024,VOY035,P003,LSF,2022-06-13,2022-06,2022,VEND008,SUP009,550.4,550.43,550.43,909.75,909.75,909.75,500753.69249999995
Lifted,9784,V024,VOY060,P003,LSF,2024-05-07,2024-05,2024,VEND008,SUP009,600.4,599.73,599.73,577.5,577.5,577.5,346344.075
Invoiced,8587,V024,VOY039,P002,LSF,2022-11-23,2022-11,2022,VEND016,SUP020,900.0,900.0,900.0,685.0,685.0,685.0,616500.0
Invoiced,9427,V024,VOY052,P002,LSF,2023-12-15,2023-12,2023,VEND016,SUP020,400.0,400.0,400.0,550.0,550.0,550.0,220000.0
Invoiced,7007,V024,VOY023,P002,LSF,2021-04-18,2021-04,2021,VEND021,SUP024,500.0,500.22,500.22,458.0,458.0,458.0,229100.76
Invoiced,7765,V024,VOY027,P002,LSF,2022-01-15,2022-01,2022,VEND021,SUP024,499.63,499.63,499.63,575.0,575.0,575.0,287287.25
Invoiced,8328,V024,VOY037,P002,LSF,2022-07-31,2022-07,2022,VEND021,SUP024,360.47,360.47,360.47,832.0,832.0,832.0,299911.04000000004
Invoiced,8828,V024,VOY047,P002,LSF,2023-03-27,2023-03,2023,VEND040,SUP043,840.0,840.0,840.0,633.0,633.0,633.0,531720.0
Invoiced,10057,V025,VOY062,P003,LSF,2024-09-20,2024-09,2024,VEND004,SUP003,759.91,759.91,759.91,531.0,531.0,531.0,403512.20999999996
Invoiced,9458,V025,VOY051,P002,LSF,2024-01-15,2024-01,2024,VEND005,SUP004,499.94,499.94,499.94,565.3,565.3,565.3,282616.082
Invoiced,8116,V025,VOY034,P004,LSF,2022-04-28,2022-04,2022,VEND007,SUP008,772.75,772.75,772.75,847.0,847.0,847.0,654519.25
Invoiced,5815,V025,VOY009,P003,LSF,2020-03-13,2020-03,2020,VEND008,SUP009,651.0,650.74,650.74,296.25,296.25,296.25,192781.725
Invoiced,6019,V025,VOY010,P003,LSF,2020-05-28,2020-05,2020,VEND008,SUP009,700.3,700.34,700.34,243.25,243.25,243.25,170357.70500000002
Invoiced,6883,V025,VOY022,P003,LSF,2021-04-11,2021-04,2021,VEND008,SUP009,387.9,387.92,387.92,462.75,462.75,462.75,179509.98
Lifted,10230,V025,VOY062,P003,LSF,2024-11-10,2024-11,2024,VEND008,SUP009,700.27,700.27,700.27,525.5,525.5,525.5,367991.885
Lifted,10394,V025,VOY063,P003,LSF,2025-01-30,2025-01,2025,VEND008,SUP009,719.52,719.52,719.52,551.25,565.25,565.25,406708.68
Invoiced,7435,V025,VOY024,P004,LSF,2021-09-09,2021-09,2021,VEND010,SUP012,747.75,747.75,747.75,534.99,534.99,534.99,400038.7725
Invoiced,8389,V025,VOY036,P004,LSF,2022-09-08,2022-09,2022,VEND010,SUP012,747.55,747.56,747.56,755.0,755.0,755.0,564407.7999999999
Invoiced,8578,V025,VOY039,P004,LSF,2023-01-03,2023-01,2023,VEND010,SUP012,698.0,698.0,698.0,583.94,583.94,583.94,407590.12000000005
Invoiced,8871,V025,VOY047,P004,LSF,2023-05-01,2023-05,2023,VEND010,SUP012,699.5,699.5,699.5,581.29,581.29,581.29,406612.355
Invoiced,8525,V025,VOY038,P001,LSF,2022-10-29,2022-10,2022,VEND012,SUP015,657.9,688.19,688.19,697.0,697.0,697.0,479668.43000000005
Invoiced,7775,V025,VOY026,P002,LSF,2022-01-26,2022-01,2022,VEND037,SUP040,750.04,750.04,750.04,565.0,565.0,565.0,423772.6
Lifted,8999,V025,VOY048,P001,LSF,2023-05-30,2023-05,2023,VEND039,SUP042,718.08,718.2,718.2,555.0,555.0,555.0,398601.0
Invoiced,7057,V025,VOY023,P002,LSF,2021-05-13,2021-05,2021,VEND040,SUP043,475.65,476.65,476.65,464.0,464.0,464.0,221165.59999999998
Invoiced,5611,V026,VOY003,P004,LSF,2020-01-04,2020-01,2020,VEND010,SUP012,1068.43,1068.43,1068.43,559.47,561.39,561.39,599805.9177
Invoiced,5865,V026,VOY009,P004,LSF,2020-04-04,2020-04,2020,VEND010,SUP012,644.5,644.5,644.5,265.43,265.43,265.43,171069.635
Invoiced,6092,V026,VOY011,P004,LSF,2020-07-03,2020-07,2020,VEND010,SUP012,1077.94,1077.75,1077.75,352.74,352.74,352.74,380165.53500000003
Invoiced,6333,V026,VOY012,P004,LSF,2020-09-24,2020-09,2020,VEND010,SUP012,998.78,998.78,998.78,329.21,329.21,329.21,328808.3638
Invoiced,6608,V026,VOY014,P004,LSF,2021-01-05,2021-01,2021,VEND010,SUP012,949.46,949.46,949.46,394.34,394.34,394.34,374410.0564
Invoiced,6964,V026,VOY022,P004,LSF,2021-04-07,2021-04,2021,VEND010,SUP012,378.73,378.73,378.73,481.98,481.98,481.98,182540.28540000002
Invoiced,7151,V026,VOY024,P004,LSF,2021-07-04,2021-07,2021,VEND010,SUP012,769.46,769.46,769.46,541.89,541.89,541.89,416962.6794
Invoiced,6392,V026,VOY013,P001,LSF,2020-11-09,2020-11,2020,VEND012,SUP015,730.0,727.11,727.11,337.0,337.0,337.0,245036.07
Invoiced,7053,V026,VOY023,P001,LSF,2021-05-12,2021-05,2021,VEND012,SUP015,640.01,640.01,640.01,494.0,494.0,494.0,316164.94
Invoiced,7326,V026,VOY026,P001,LSF,2021-08-24,2021-08,2021,VEND012,SUP015,650.46,650.46,650.46,512.0,512.0,512.0,333035.52
Invoiced,6194,V026,VOY011,P001,LSF,2020-07-28,2020-07,2020,VEND026,SUP028,341.54,341.54,341.54,351.0,351.0,351.0,119880.54000000001
Invoiced,5968,V026,VOY010,P001,LSF,2020-05-12,2020-05,2020,VEND028,SUP030,772.34,772.34,772.34,176.84,176.88,176.88,136611.4992
Invoiced,7583,V026,VOY027,P004,LSF,2021-11-30,2021-11,2021,VEND019,SUP034,745.4,743.98,743.98,613.0,613.0,613.0,456059.74
Invoiced,6281,V027,VOY013,P003,LSF,2020-09-01,2020-09,2020,VEND008,SUP009,800.0,799.68,799.68,327.75,327.75,327.75,262095.12
Invoiced,7156,V027,VOY022,P003,LSF,2021-06-27,2021-06,2021,VEND008,SUP009,801.7,801.68,801.68,534.75,534.75,534.75,428698.37999999995
Invoiced,8234,V027,VOY035,P003,LSF,2022-06-07,2022-06,2022,VEND008,SUP009,700.0,699.62,699.62,932.5,932.5,932.5,652395.65
Invoiced,8459,V027,VOY036,P003,LSF,2022-08-19,2022-08,2022,VEND008,SUP009,650.0,650.81,650.81,718.5,718.5,718.5,467606.985
Invoiced,8714,V027,VOY046,P003,LSF,2023-01-09,2023-01,2023,VEND008,SUP009,740.36,739.52,739.52,532.5,532.5,532.5,393794.39999999997
Lifted,9523,V027,VOY053,P003,LSF,2024-01-10,2024-01,2024,VEND008,SUP009,698.66,699.6,699.6,542.25,542.25,542.25,379358.10000000003
Lifted,10152,V027,VOY061,P003,LSF,2024-10-13,2024-10,2024,VEND008,SUP009,649.71,648.99,648.99,582.0,582.0,582.0,377712.18
Invoiced,10274,V027,VOY062,P003,LSF,2024-12-07,2024-12,2024,VEND008,SUP009,649.8,649.8,649.8,510.0,510.0,510.0,331398.0
Invoiced,9835,V027,VOY060,P004,LSF,2024-06-14,2024-06,2024,VEND010,SUP012,1048.25,1048.25,1048.25,583.49,583.49,583.49,611643.3925
Invoiced,5801,V027,VOY009,P004,LSF,2020-03-30,2020-03,2020,VEND010,SUP012,1047.5,1047.5,1047.5,247.46,247.46,247.46,259214.35
Invoiced,6030,V027,VOY010,P004,LSF,2020-05-28,2020-05,2020,VEND010,SUP012,769.4,769.41,769.41,276.23,276.23,276.23,212534.1243
Invoiced,7045,V027,VOY022,P004,LSF,2021-05-17,2021-05,2021,VEND010,SUP012,781.3,781.31,781.31,501.19,501.19,501.19,391584.75889999996
Invoiced,7625,V027,VOY025,P003,LSF,2021-11-18,2021-11,2021,VEND018,SUP022,582.96,582.96,582.96,594.0,594.0,594.0,346278.24000000005
Invoiced,7510,V027,VOY024,P002,LSF,2021-10-15,2021-10,2021,VEND021,SUP024,450.7,450.66,450.66,518.0,518.0,518.0,233441.88
Invoiced,7794,V027,VOY025,P002,LSF,2022-01-17,2022-01,2022,VEND021,SUP024,306.5,320.25,320.25,510.0,510.0,510.0,163327.5
Lifted,9473,V027,VOY053,P002,LSF,2023-11-30,2023-11,2023,VEND021,SUP024,198.9,200.8,200.8,569.0,569.0,569.0,114255.20000000001
Invoiced,7268,V027,VOY023,P002,LSF,2021-08-05,2021-08,2021,VEND037,SUP040,300.0,300.0,300.0,501.0,501.0,501.0,150300.0
Invoiced,8831,V027,VOY046,P002,LSF,2023-02-27,2023-02,2023,VEND037,SUP040,300.06,300.06,300.06,595.0,595.0,595.0,178535.7
Invoiced,9048,V027,VOY048,P002,LSF,2023-06-09,2023-06,2023,VEND037,SUP040,388.31,388.31,388.31,520.0,520.0,520.0,201921.2
Invoiced,9604,V027,VOY059,P002,LSF,2024-02-16,2024-02,2024,VEND037,SUP040,359.7,359.7,359.7,626.0,626.0,626.0,225172.19999999998
Invoiced,8458,V027,VOY037,P002,LSF,2022-09-18,2022-09,2022,VEND040,SUP043,299.66,299.66,299.66,684.0,684.0,684.0,204967.44000000003
Invoiced,6738,V028,VOY021,P004,LSF,2021-01-30,2021-01,2021,VEND020,SUP023,185.31,185.31,185.31,452.0,452.0,452.0,83760.12
Invoiced,7214,V028,VOY027,P004,LSF,2021-07-24,2021-07,2021,VEND020,SUP023,189.15,189.16,189.16,535.0,535.0,535.0,101200.59999999999
Lifted,9216,V029,VOY050,P003,LSF,2023-09-05,2023-09,2023,VEND004,SUP003,949.13,949.13,949.13,597.75,597.75,597.75,567342.4575
Lifted,10099,V029,VOY062,P003,LSF,2024-09-17,2024-09,2024,VEND004,SUP003,998.3,998.3,998.3,509.75,509.75,509.75,508883.425
Invoiced,7726,V029,VOY026,P004,LSF,2021-12-13,2021-12,2021,VEND007,SUP008,298.12,298.12,298.12,589.0,589.0,589.0,175592.68
Invoiced,5770,V029,VOY009,P003,LSF,2020-03-02,2020-03,2020,VEND008,SUP009,941.78,941.78,941.78,451.25,451.25,451.25,424978.225
Invoiced,6334,V029,VOY013,P003,LSF,2020-09-23,2020-09,2020,VEND008,SUP009,699.7,700.05,700.05,306.0,306.0,306.0,214215.3
Invoiced,6598,V029,VOY015,P003,LSF,2020-12-28,2020-12,2020,VEND008,SUP009,699.3,699.58,699.58,381.25,381.25,381.25,266714.875
Invoiced,6922,V029,VOY021,P003,LSF,2021-03-23,2021-03,2021,VEND008,SUP009,399.97,400.04,400.04,455.75,455.75,455.75,182318.23
Invoiced,7486,V029,VOY025,P003,LSF,2021-09-27,2021-09,2021,VEND008,SUP009,899.3,899.35,899.35,553.0,553.0,553.0,497340.55
Invoiced,8129,V029,VOY035,P003,LSF,2022-04-28,2022-04,2022,VEND008,SUP009,649.7,649.7,649.7,806.25,806.25,806.25,523820.62500000006
Invoiced,8326,V029,VOY036,P003,LSF,2022-07-18,2022-07,2022,VEND008,SUP009,555.0,569.92,569.92,787.75,787.75,787.75,448954.48
Lifted,9847,V029,VOY060,P003,LSF,2024-06-12,2024-06,2024,VEND008,SUP009,998.03,998.03,998.03,561.5,561.5,561.5,560393.845
Lifted,10400,V029,VOY070,P003,LSF,2025-01-17,2025-01,2025,VEND008,SUP009,350.13,349.73,349.73,562.5,568.75,568.75,198908.9375
Invoiced,9365,V029,VOY051,P004,LSF,2023-11-28,2023-11,2023,VEND010,SUP012,998.52,998.52,998.52,672.34,672.34,672.34,671344.9368
Invoiced,6062,V029,VOY011,P004,LSF,2020-06-16,2020-06,2020,VEND010,SUP012,698.2,698.71,698.71,322.87,322.87,322.87,225592.4977
Invoiced,6199,V029,VOY012,P004,LSF,2020-08-03,2020-08,2020,VEND010,SUP012,576.7,576.19,576.19,342.0,342.0,342.0,197056.98
Invoiced,7193,V029,VOY024,P004,LSF,2021-08-13,2021-08,2021,VEND010,SUP012,998.88,998.89,998.89,515.32,515.32,515.32,514747.99480000004
Invoiced,7981,V029,VOY034,P004,LSF,2022-03-13,2022-03,2022,VEND010,SUP012,949.25,949.25,949.25,812.3,812.3,812.3,771075.7749999999
Invoiced,8518,V029,VOY038,P004,LSF,2022-10-14,2022-10,2022,VEND010,SUP012,1098.5,1098.5,1098.5,709.87,709.87,709.87,779792.195
Invoiced,9636,V029,VOY058,P002,LSF,2024-03-02,2024-03,2024,VEND021,SUP024,500.39,500.39,500.39,630.0,630.0,630.0,315245.7
Invoiced,5972,V029,VOY009,P001,LSF,2020-05-04,2020-05,2020,VEND028,SUP030,676.92,675.81,675.81,175.0,175.0,175.0,118266.74999999999
Invoiced,7075,V029,VOY022,P002,LSF,2021-05-10,2021-05,2021,VEND037,SUP040,799.5,799.68,799.68,490.0,490.0,490.0,391843.19999999995
Lifted,9108,V029,VOY049,P002,LSF,2023-07-19,2023-07,2023,VEND037,SUP040,500.09,500.09,500.09,545.0,545.0,545.0,272549.05
Invoiced,8877,V029,VOY047,P001,LSF,2023-03-25,2023-03,2023,VEND039,SUP042,995.11,995.11,995.11,537.0,537.0,537.0,534374.0700000001
Invoiced,8696,V029,VOY046,P002,LSF,2023-01-25,2023-01,2023,VEND040,SUP043,854.09,867.11,867.11,565.0,565.0,565.0,489917.15
Invoiced,8593,V030,VOY040,P003,LSF,2022-11-17,2022-11,2022,VEND004,SUP003,690.09,690.09,690.09,624.75,624.75,624.75,431133.72750000004
Invoiced,9225,V030,VOY049,P003,LSF,2023-09-06,2023-09,2023,VEND004,SUP003,650.7,650.76,650.76,600.75,600.75,600.75,390944.07
Invoiced,5745,V030,VOY008,P003,LSF,2020-02-14,2020-02,2020,VEND008,SUP009,500.03,500.03,500.03,482.0,482.0,482.0,241014.46
Invoiced,6014,V030,VOY009,P003,LSF,2020-05-23,2020-05,2020,VEND008,SUP009,419.46,419.46,419.46,255.0,255.0,255.0,106962.29999999999
Ordered,6312,V030,VOY012,P003,LSF,2020-09-07,2020-09,2020,VEND008,SUP009,400.73,400.73,400.73,297.25,297.25,297.25,119116.99250000001
Invoiced,6558,V030,VOY013,P003,LSF,2020-12-06,2020-12,2020,VEND008,SUP009,360.52,360.52,360.52,367.0,367.0,367.0,132310.84
Invoiced,6851,V030,VOY021,P003,LSF,2021-02-24,2021-02,2021,VEND008,SUP009,400.0,400.1,400.1,499.5,499.5,499.5,199849.95
Invoiced,7098,V030,VOY023,P003,LSF,2021-05-19,2021-05,2021,VEND008,SUP009,480.2,480.18,480.18,469.25,469.25,469.25,225324.465
Invoiced,7336,V030,VOY026,P003,LSF,2021-08-10,2021-08,2021,VEND008,SUP009,449.7,449.68,449.68,503.5,503.5,503.5,226413.88
Invoiced,7618,V030,VOY027,P003,LSF,2021-11-06,2021-11,2021,VEND008,SUP009,600.3,599.7,599.7,574.75,574.75,574.75,344677.575
Invoiced,7945,V030,VOY034,P003,LSF,2022-02-10,2022-02,2022,VEND008,SUP009,749.4,749.5,749.5,691.0,691.0,691.0,517904.5
Invoiced,8117,V030,VOY035,P003,LSF,2022-04-25,2022-04,2022,VEND008,SUP009,799.52,799.52,799.52,755.0,755.0,755.0,603637.6
Invoiced,8363,V030,VOY037,P003,LSF,2022-07-31,2022-07,2022,VEND008,SUP009,640.47,640.47,640.47,774.0,774.0,774.0,495723.78
Invoiced,9747,V030,VOY059,P003,LSF,2024-04-28,2024-04,2024,VEND008,SUP009,700.1,699.38,699.38,613.25,613.25,613.25,428894.785
Lifted,10255,V030,VOY063,P003,LSF,2024-12-04,2024-12,2024,VEND008,SUP009,696.3,695.55,695.55,509.5,509.5,509.5,354382.725
Invoiced,8897,V030,VOY046,P004,LSF,2023-04-02,2023-04,2023,VEND010,SUP012,1099.17,1099.17,1099.17,559.6,559.6,559.6,615095.5320000001
Invoiced,9088,V030,VOY048,P004,LSF,2023-06-26,2023-06,2023,VEND010,SUP012,999.98,999.98,999.98,613.0,613.0,613.0,612987.74
Invoiced,9396,V030,VOY050,P003,LSF,2023-11-21,2023-11,2023,VEND018,SUP022,385.48,385.48,385.48,573.0,573.0,573.0,220880.04
